doco;dcto;nb_pf;nb_pf_ibstkt_m;sqalph;SDADDJ;SDTRDJ;SDNXTR;error_type
27001007;CA;20;9;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001008;CA;29;26;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001009;CA;24;0;ARMES COM;;;;ITEM_IS_OBSOLETE
27001010;CA;25;11;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001011;CA;26;24;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001012;CA;13;5;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001013;CA;23;22;SUDMILK;;;;ITEM_IS_OBSOLETE
27001014;CA;25;7;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001015;CA;15;10;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001016;CA;4;1;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001017;CA;6;5;ARMES COM;;;;ITEM_IS_OBSOLETE
27001018;CA;19;1;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001019;CA;16;5;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001020;CA;24;14;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001021;CA;7;5;SUDMILK;;;;ITEM_IS_OBSOLETE
27001022;CA;27;18;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001023;CA;15;0;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001024;CA;28;18;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001025;CA;29;24;ARMES COM;;;;ITEM_IS_OBSOLETE
27001026;CA;27;22;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001027;CA;23;3;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001028;CA;16;8;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001029;CA;19;1;SUDMILK;;;;ITEM_IS_OBSOLETE
27001030;CA;6;5;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001031;CA;19;4;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001032;CA;6;5;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001033;CA;21;19;ARMES COM;;;;ITEM_IS_OBSOLETE
27001034;CA;25;14;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001035;CA;17;1;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001036;CA;23;18;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001037;CA;9;4;SUDMILK;;;;ITEM_IS_OBSOLETE
27001038;CA;29;24;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001039;CA;2;0;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001040;CA;24;11;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001041;CA;13;8;ARMES COM;;;;ITEM_IS_OBSOLETE
27001042;CA;9;7;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001043;CA;30;2;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001044;CA;30;6;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001045;CA;16;8;SUDMILK;;;;ITEM_IS_OBSOLETE
27001046;CA;14;2;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001047;CA;12;6;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001048;CA;23;22;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001049;CA;24;5;ARMES COM;;;;ITEM_IS_OBSOLETE
27001050;CA;4;3;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001051;CA;15;4;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001052;CA;2;1;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001053;CA;6;5;SUDMILK;;;;ITEM_IS_OBSOLETE
27001054;CA;29;5;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001055;CA;14;13;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001056;CA;3;2;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001057;CA;25;11;ARMES COM;;;;ITEM_IS_OBSOLETE
27001058;CA;22;11;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001059;CA;13;11;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001060;CA;4;3;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001061;CA;13;11;SUDMILK;;;;ITEM_IS_OBSOLETE
27001062;CA;14;0;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001063;CA;15;7;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001064;CA;12;9;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001065;CA;14;10;ARMES COM;;;;ITEM_IS_OBSOLETE
27001066;CA;23;21;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001067;CA;8;4;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001068;CA;5;1;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001069;CA;21;10;SUDMILK;;;;ITEM_IS_OBSOLETE
27001070;CA;12;8;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001071;CA;9;4;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001072;CA;13;9;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001073;CA;2;1;ARMES COM;;;;ITEM_IS_OBSOLETE
27001074;CA;6;3;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001075;CA;20;5;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001076;CA;30;21;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001077;CA;28;5;SUDMILK;;;;ITEM_IS_OBSOLETE
27001078;CA;18;5;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001079;CA;6;1;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001080;CA;17;14;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001081;CA;8;2;ARMES COM;;;;ITEM_IS_OBSOLETE
27001082;CA;22;12;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001083;CA;18;4;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001084;CA;3;0;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001085;CA;27;23;SUDMILK;;;;ITEM_IS_OBSOLETE
27001086;CA;12;2;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001087;CA;30;10;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001088;CA;4;2;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001089;CA;26;6;ARMES COM;;;;ITEM_IS_OBSOLETE
27001090;CA;22;14;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001091;CA;12;1;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001092;CA;13;6;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001093;CA;8;1;SUDMILK;;;;ITEM_IS_OBSOLETE
27001094;CA;10;8;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001095;CA;7;2;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001096;CA;20;19;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001097;CA;29;12;ARMES COM;;;;ITEM_IS_OBSOLETE
27001098;CA;3;2;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001099;CA;14;9;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001100;CA;13;12;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001101;CA;6;5;SUDMILK;;;;ITEM_IS_OBSOLETE
27001102;CA;15;12;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001103;CA;8;1;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001104;CA;20;9;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001105;CA;7;5;ARMES COM;;;;ITEM_IS_OBSOLETE
27001106;CA;30;8;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001107;CA;11;6;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001108;CA;2;1;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001109;CA;17;4;SUDMILK;;;;ITEM_IS_OBSOLETE
27001110;CA;5;0;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001111;CA;5;4;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001112;CA;21;6;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001113;CA;12;10;ARMES COM;;;;ITEM_IS_OBSOLETE
27001114;CA;11;6;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001115;CA;5;0;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001116;CA;25;20;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001117;CA;7;1;SUDMILK;;;;ITEM_IS_OBSOLETE
27001118;CA;19;6;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001119;CA;19;11;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001120;CA;18;4;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001121;CA;2;0;ARMES COM;;;;ITEM_IS_OBSOLETE
27001122;CA;7;3;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001123;CA;23;21;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001124;CA;26;21;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001125;CA;22;14;SUDMILK;;;;ITEM_IS_OBSOLETE
27001126;CA;12;4;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001127;CA;19;10;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001128;CA;9;3;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001129;CA;28;27;ARMES COM;;;;ITEM_IS_OBSOLETE
27001130;CA;24;13;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001131;CA;9;2;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001132;CA;22;9;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001133;CA;22;16;SUDMILK;;;;ITEM_IS_OBSOLETE
27001134;CA;4;3;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001135;CA;2;0;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001136;CA;14;9;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001137;CA;28;12;ARMES COM;;;;ITEM_IS_OBSOLETE
27001138;CA;27;8;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001139;CA;3;1;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001140;CA;19;6;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001141;CA;21;19;SUDMILK;;;;ITEM_IS_OBSOLETE
27001142;CA;16;14;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001143;CA;25;4;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001144;CA;3;2;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001145;CA;24;10;ARMES COM;;;;ITEM_IS_OBSOLETE
27001146;CA;18;4;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001147;CA;13;2;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001148;CA;17;11;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001149;CA;11;2;SUDMILK;;;;ITEM_IS_OBSOLETE
27001150;CA;13;7;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001151;CA;8;3;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001152;CA;19;3;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001153;CA;5;2;ARMES COM;;;;ITEM_IS_OBSOLETE
27001154;CA;19;12;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001155;CA;24;8;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001156;CA;8;7;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001157;CA;23;17;SUDMILK;;;;ITEM_IS_OBSOLETE
27001158;CA;27;9;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001159;CA;13;11;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001160;CA;10;8;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001161;CA;11;5;ARMES COM;;;;ITEM_IS_OBSOLETE
27001162;CA;28;20;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001163;CA;25;11;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001164;CA;24;15;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001165;CA;13;0;SUDMILK;;;;ITEM_IS_OBSOLETE
27001166;CA;23;8;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001167;CA;28;1;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001168;CA;25;2;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001169;CA;4;1;ARMES COM;;;;ITEM_IS_OBSOLETE
27001170;CA;25;23;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001171;CA;11;5;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001172;CA;6;0;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001173;CA;2;0;SUDMILK;;;;ITEM_IS_OBSOLETE
27001174;CA;15;8;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001175;CA;5;0;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001176;CA;22;5;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001177;CA;28;21;ARMES COM;;;;ITEM_IS_OBSOLETE
27001178;CA;12;8;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001179;CA;29;8;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001180;CA;21;3;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001181;CA;22;4;SUDMILK;;;;ITEM_IS_OBSOLETE
27001182;CA;11;6;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001183;CA;4;0;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001184;CA;12;7;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001185;CA;18;12;ARMES COM;;;;ITEM_IS_OBSOLETE
27001186;CA;9;8;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001187;CA;25;5;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001188;CA;27;0;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001189;CA;3;2;SUDMILK;;;;ITEM_IS_OBSOLETE
27001190;CA;13;12;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001191;CA;21;5;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001192;CA;30;18;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001193;CA;14;8;ARMES COM;;;;ITEM_IS_OBSOLETE
27001194;CA;3;0;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001195;CA;25;14;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001196;CA;28;21;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001197;CA;5;4;SUDMILK;;;;ITEM_IS_OBSOLETE
27001198;CA;17;8;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001199;CA;24;1;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001200;CA;13;11;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001201;CA;16;5;ARMES COM;;;;ITEM_IS_OBSOLETE
27001202;CA;9;5;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001203;CA;27;22;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001204;CA;9;7;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001205;CA;28;25;SUDMILK;;;;ITEM_IS_OBSOLETE
27001206;CA;10;0;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001207;CA;19;18;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001208;CA;3;0;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001209;CA;8;7;ARMES COM;;;;ITEM_IS_OBSOLETE
27001210;CA;2;0;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001211;CA;5;1;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001212;CA;17;10;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001213;CA;18;17;SUDMILK;;;;ITEM_IS_OBSOLETE
27001214;CA;20;4;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001215;CA;14;1;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001216;CA;12;5;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001217;CA;28;14;ARMES COM;;;;ITEM_IS_OBSOLETE
27001218;CA;16;2;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001219;CA;5;0;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001220;CA;10;4;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001221;CA;16;15;SUDMILK;;;;ITEM_IS_OBSOLETE
27001222;CA;23;16;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001223;CA;2;1;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001224;CA;6;0;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001225;CA;3;1;ARMES COM;;;;ITEM_IS_OBSOLETE
27001226;CA;4;0;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001227;CA;17;10;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001228;CA;10;4;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001229;CA;23;0;SUDMILK;;;;ITEM_IS_OBSOLETE
27001230;CA;19;3;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001231;CA;22;14;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001232;CA;16;12;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001233;CA;22;3;ARMES COM;;;;ITEM_IS_OBSOLETE
27001234;CA;7;3;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001235;CA;10;7;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001236;CA;14;1;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001237;CA;25;8;SUDMILK;;;;ITEM_IS_OBSOLETE
27001238;CA;20;2;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001239;CA;27;2;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001240;CA;30;10;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001241;CA;20;3;ARMES COM;;;;ITEM_IS_OBSOLETE
27001242;CA;18;14;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001243;CA;25;11;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001244;CA;25;11;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001245;CA;22;15;SUDMILK;;;;ITEM_IS_OBSOLETE
27001246;CA;21;0;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001247;CA;13;2;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001248;CA;23;17;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001249;CA;9;6;ARMES COM;;;;ITEM_IS_OBSOLETE
27001250;CA;5;0;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001251;CA;6;1;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001252;CA;3;1;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001253;CA;14;0;SUDMILK;;;;ITEM_IS_OBSOLETE
27001254;CA;16;2;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001255;CA;22;11;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001256;CA;7;5;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001257;CA;25;18;ARMES COM;;;;ITEM_IS_OBSOLETE
27001258;CA;7;4;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001259;CA;9;5;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001260;CA;11;6;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001261;CA;10;2;SUDMILK;;;;ITEM_IS_OBSOLETE
27001262;CA;17;4;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001263;CA;16;3;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001264;CA;19;7;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001265;CA;13;7;ARMES COM;;;;ITEM_IS_OBSOLETE
27001266;CA;19;17;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001267;CA;16;0;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001268;CA;26;0;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001269;CA;18;3;SUDMILK;;;;ITEM_IS_OBSOLETE
27001270;CA;9;1;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001271;CA;6;2;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001272;CA;17;9;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001273;CA;6;5;ARMES COM;;;;ITEM_IS_OBSOLETE
27001274;CA;5;4;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001275;CA;4;2;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001276;CA;7;5;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
27001277;CA;7;4;SUDMILK;;;;ITEM_IS_OBSOLETE
27001278;CA;8;4;STE HEDI JELASSI DISTRIBUTION NORD;;;;ITEM_IS_OBSOLETE
27001279;CA;7;5;SOCIETE IDEAL DISTRIBUTION SFAX;;;;ITEM_IS_OBSOLETE
27001280;CA;16;0;SOCIETE EL HOUDA DISTRIBUTION;;;;ITEM_IS_OBSOLETE
27001281;CA;12;8;ARMES COM;;;;ITEM_IS_OBSOLETE
27001282;CA;4;0;SOCIETE TAHA DISTRIBUTION DE SUD;;;;ITEM_IS_OBSOLETE
27001283;CA;8;2;STE AL AKREM DE COMM ET DISTRI EN GROS;;;;ITEM_IS_OBSOLETE
27001284;CA;20;12;STE BECHIR ETTAIEB DE COMMERCE;;;;ITEM_IS_OBSOLETE
